unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
a9dce559-a398-4103-bf86-674d849bfea1,1576179263.8317852,1.0,None,"['singapore', 46, 'aavail_unlimited', 27]",0.1,000:00:00
6f6dcd84-d12a-4b81-a49c-c51f27bfdf4c,1576179263.8319755,0.0,None,"['singapore', -50, 'aavail_basic', 10]",0.1,000:00:00
ca405ef7-43f1-426d-b8ac-351d7a647318,1576179263.8321662,0.0,None,"['united_states', 40, 'aavail_unlimited', 9]",0.1,000:00:00
57670233-77b8-460c-9fb3-fa4cc4a810d5,1576179263.8323567,0.0,None,"['united_states', 37, 'aavail_unlimited', 20]",0.1,000:00:00
3b1b2ffe-5d0f-4dd2-9df1-9afea8911d48,1576179263.8325467,0.0,None,"['singapore', 27, 'aavail_basic', 18]",0.1,000:00:00
37f7609a-6351-44ff-8ccc-64bf76ee1a46,1576179263.8327358,0.0,None,"['united_states', 39, 'aavail_unlimited', 18]",0.1,000:00:00
e0ee5dfa-5bdd-4c5f-af0c-8d1d54eaab75,1576179263.8329263,0.0,None,"['united_states', 21, 'aavail_premium', 21]",0.1,000:00:00
bef6caa9-1d62-4932-bf6b-41c27f45b49c,1576179263.8331933,0.0,None,"['united_states', 40, 'aavail_unlimited', 25]",0.1,000:00:00
94c14bf0-2736-4c66-abfe-9dad2dd00a5a,1576179263.8334887,0.0,None,"['united_states', 37, 'aavail_premium', 19]",0.1,000:00:00
f31ae175-e1e7-4c65-8329-a88117ed6aa0,1576179263.8337402,1.0,None,"['singapore', 22, 'aavail_unlimited', 6]",0.1,000:00:00
7766db0b-a5de-473d-8cb3-669823bd080a,1576179263.8340554,0.0,None,"['united_states', 23, 'aavail_basic', 22]",0.1,000:00:00
0ab46023-370f-4c03-a3af-49ff74f7861d,1576179263.8343625,0.0,None,"['singapore', 31, 'aavail_basic', 12]",0.1,000:00:00
cf9edeb1-f69b-4ca6-9c74-db413597cce9,1576179263.8346722,1.0,None,"['singapore', 23, 'aavail_unlimited', 15]",0.1,000:00:00
c0728bcc-17ed-449a-b896-7402b9c83707,1576179263.8349237,1.0,None,"['singapore', 38, 'aavail_unlimited', 5]",0.1,000:00:00
cc1aaf96-9347-427f-8117-cf16d2f3276a,1576179263.8351622,0.0,None,"['united_states', 22, 'aavail_basic', 24]",0.1,000:00:00
8332ded8-0a9f-4aa6-b2c6-e3aa21bee088,1576179263.835399,0.0,None,"['singapore', 37, 'aavail_basic', 20]",0.1,000:00:00
b53ccdcf-8d4e-45aa-b52a-f7cdede408c9,1576179263.835592,0.0,None,"['united_states', 35, 'aavail_premium', 21]",0.1,000:00:00
d772fe9e-b2ec-42e9-aee7-6e82ddd6090a,1576179263.8357813,0.0,None,"['united_states', 21, 'aavail_basic', 20]",0.1,000:00:00
50f0a06f-181e-4105-8d72-c2cb33c49217,1576179263.8359709,0.0,None,"['united_states', 17, 'aavail_premium', 20]",0.1,000:00:00
9cfede31-4f3b-4a28-9683-02dd57c47c68,1576179263.8362072,0.0,None,"['united_states', 23, 'aavail_unlimited', 15]",0.1,000:00:00
2dbfd5fa-dd33-4d14-ad8a-ff5571900581,1576179263.8363974,0.0,None,"['united_states', 21, 'aavail_unlimited', 22]",0.1,000:00:00
dcdb1595-24d4-437c-b126-4a93ff78e4a6,1576179263.8365862,0.0,None,"['united_states', -48, 'aavail_unlimited', 25]",0.1,000:00:00
891580bc-973f-443c-aa5b-40222eb938c2,1576179263.836776,1.0,None,"['singapore', 22, 'aavail_premium', 24]",0.1,000:00:00
4f33acef-e3a2-4593-ad42-13319a07fc65,1576179263.8369765,1.0,None,"['singapore', 24, 'aavail_premium', 14]",0.1,000:00:00
2be0f47f-da1a-4b58-9ec7-48d0014a2f4b,1576179263.8371546,1.0,None,"['singapore', 22, 'aavail_premium', 12]",0.1,000:00:00
931957f3-6608-4b50-8f06-189c452337d4,1576179263.8373322,1.0,None,"['singapore', 16, 'aavail_unlimited', 20]",0.1,000:00:00
b784a774-33dc-424a-8538-acac1d6c6e83,1576179263.8375115,0.0,None,"['united_states', 20, 'aavail_basic', 19]",0.1,000:00:00
37d7f499-ad32-4977-a6dc-63ce17eac0b0,1576179263.8376906,0.0,None,"['united_states', 23, 'aavail_basic', 21]",0.1,000:00:00
6808fb27-11b7-45c8-ac82-cf7d17890c8e,1576179263.83787,0.0,None,"['united_states', 20, 'aavail_unlimited', 22]",0.1,000:00:00
f5f206ca-bf01-4ed4-95cb-ede769b2a90d,1576179263.8380497,0.0,None,"['united_states', 40, 'aavail_unlimited', 19]",0.1,000:00:00
97bd822c-9f12-4269-8949-e996ae822c9c,1576179263.8382292,0.0,None,"['singapore', 21, 'aavail_basic', 21]",0.1,000:00:00
55d80535-a2d5-4324-ba0b-7017e35e657b,1576179263.8384507,0.0,None,"['united_states', 39, 'aavail_premium', 21]",0.1,000:00:00
03fa1f2b-3e28-4b44-b1a4-23ec35d5c7c5,1576179263.8386571,0.0,None,"['united_states', 33, 'aavail_basic', 14]",0.1,000:00:00
3a9b4f87-b1fa-4980-ab17-e59b62fedcc4,1576179263.838836,1.0,None,"['singapore', 49, 'aavail_unlimited', 17]",0.1,000:00:00
a687c516-857e-4bca-8c81-1ac1d760f58c,1576179263.8390148,0.0,None,"['united_states', 26, 'aavail_premium', 21]",0.1,000:00:00
cacdcd19-3046-4fbf-95ba-6d8630310161,1576179263.839277,0.0,None,"['united_states', 24, 'aavail_premium', 23]",0.1,000:00:00
c475314e-e8f0-46d3-8740-30d3f476e145,1576179263.839557,0.0,None,"['united_states', 19, 'aavail_premium', 14]",0.1,000:00:00
28181490-9397-4ae6-b427-3a680af16fb6,1576179263.8397372,0.0,None,"['united_states', 19, 'aavail_premium', 20]",0.1,000:00:00
fc6fc575-8dfb-4a4e-8641-ba2272f26650,1576179263.8399165,0.0,None,"['united_states', 17, 'aavail_basic', 24]",0.1,000:00:00
08e0fe46-5503-47e0-b5d9-e17180fa1b2d,1576179263.8400955,0.0,None,"['united_states', 26, 'aavail_unlimited', 22]",0.1,000:00:00
6220ea61-be0a-4156-9e1a-ad78873b02f1,1576179263.840274,0.0,None,"['united_states', 24, 'aavail_basic', 19]",0.1,000:00:00
6def925d-9bc2-43fc-ba33-653a14b57265,1576179263.8404539,1.0,None,"['singapore', 22, 'aavail_premium', 9]",0.1,000:00:00
6e735857-2694-40fa-9358-8975cab1e668,1576179263.8406327,0.0,None,"['singapore', 24, 'aavail_basic', 17]",0.1,000:00:00
0fbdf187-226f-4799-adf8-7340e646623b,1576179263.8408098,0.0,None,"['singapore', 23, 'aavail_basic', 11]",0.1,000:00:00
4131aff9-5f7b-4293-8ff6-87af3389f4fb,1576179263.8409884,0.0,None,"['united_states', 19, 'aavail_basic', 21]",0.1,000:00:00
6072dc5b-ec75-4ee3-a97a-92a6a7681f28,1576179263.8411672,0.0,None,"['united_states', 88, 'aavail_premium', 111]",0.1,000:00:00
171ac875-ee84-4441-9732-7c6a3a14c332,1576179263.8413465,1.0,None,"['singapore', 90, 'aavail_unlimited', 100]",0.1,000:00:00
bcf64891-81ed-46b4-aeae-cc851d8c9f54,1576179263.8415267,0.0,None,"['united_states', 76, 'aavail_premium', 80]",0.1,000:00:00
0ba9df5d-7cc5-4b2b-b65b-c59627aea9ef,1576179263.8417056,0.0,None,"['united_states', 80, 'aavail_basic', 90]",0.1,000:00:00
a07d36de-edc1-4307-99b3-c3727c498830,1576179263.8418837,1.0,None,"['singapore', 68, 'aavail_premium', 150]",0.1,000:00:00
