unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
467fadb7-82a6-44e1-a85a-973d2f3abd3a,1595456508.9467862,0.0,None,"['united_states', 40, 'aavail_unlimited', 21]",0.1,000:00:00
58598876-008f-4758-ae27-59bc0cbdbb8f,1595456508.947087,0.0,None,"['united_states', 23, 'aavail_unlimited', 22]",0.1,000:00:00
59d6a10c-9a86-471c-a7bd-8080c4e589a9,1595456508.947384,1.0,None,"['singapore', 21, 'aavail_unlimited', 16]",0.1,000:00:00
69ecb41f-3e99-4a29-8929-1ef0ffcd08bf,1595456508.947681,0.0,None,"['united_states', 45, 'aavail_unlimited', 4]",0.1,000:00:00
5d16df89-67b5-4d58-9939-3f8d94155e63,1595456508.947979,0.0,None,"['united_states', 44, 'aavail_basic', 14]",0.1,000:00:00
1929756d-06bc-4713-8c4e-69fec13890bc,1595456508.9482749,1.0,None,"['singapore', 22, 'aavail_unlimited', 14]",0.1,000:00:00
913afe48-8918-4e2a-87d0-2cc4bdbaf334,1595456508.948572,0.0,None,"['united_states', 20, 'aavail_premium', 21]",0.1,000:00:00
92d2c905-c463-47d9-9d45-3c4d2fa203ff,1595456508.9488692,0.0,None,"['united_states', 42, 'aavail_unlimited', 21]",0.1,000:00:00
105d71b0-5e5c-4ee5-8d8e-6338b2608041,1595456508.949166,1.0,None,"['singapore', 17, 'aavail_premium', 15]",0.1,000:00:00
619b29b0-8c94-4331-b950-d30082fd1b70,1595456508.949462,0.0,None,"['united_states', 20, 'aavail_premium', 22]",0.1,000:00:00
c41e6d48-f794-4f99-b49d-a501e0c23cc0,1595456508.9498,0.0,None,"['united_states', 27, 'aavail_premium', 22]",0.1,000:00:00
fc529350-f4f8-4ad0-8810-9dcae503dc17,1595456508.9500968,0.0,None,"['united_states', 18, 'aavail_basic', 13]",0.1,000:00:00
2a299453-b4fe-4f00-afb8-44659abdfa71,1595456508.9503949,0.0,None,"['singapore', 19, 'aavail_basic', 13]",0.1,000:00:00
e40db96a-bba0-4d15-8645-15b8a5b5bd46,1595456508.9506948,1.0,None,"['singapore', 18, 'aavail_premium', 20]",0.1,000:00:00
befd53fe-c580-444f-aadd-0a321c65f48f,1595456508.950987,0.0,None,"['united_states', -48, 'aavail_premium', 22]",0.1,000:00:00
7221531c-d304-4479-924a-045971d5aa91,1595456508.951284,1.0,None,"['singapore', 19, 'aavail_unlimited', 5]",0.1,000:00:00
961c7cbd-7be7-462d-8d79-db77fb1e6ee5,1595456508.951581,0.0,None,"['singapore', 26, 'aavail_basic', 20]",0.1,000:00:00
6d2e9bbe-1974-4dbf-8e9b-a1116cbe5ea8,1595456508.9518778,0.0,None,"['united_states', 22, 'aavail_premium', 21]",0.1,000:00:00
d069afd9-19b6-408b-821b-81f63d4c3857,1595456508.9521751,0.0,None,"['united_states', 44, 'aavail_premium', 22]",0.1,000:00:00
8dfb5bab-e066-4f98-a6b7-a1e57d38ca58,1595456508.952478,0.0,None,"['united_states', 40, 'aavail_premium', 21]",0.1,000:00:00
7a528f2b-3156-41d1-829f-1ed010272964,1595456508.952776,0.0,None,"['united_states', 23, 'aavail_basic', 14]",0.1,000:00:00
00816870-d439-4003-82b8-a5fc0beca91b,1595456508.953074,0.0,None,"['united_states', 21, 'aavail_basic', 18]",0.1,000:00:00
31ce7e6c-5d92-475d-bcbc-ac80cd5f6378,1595456508.953381,0.0,None,"['united_states', 24, 'aavail_basic', 18]",0.1,000:00:00
4cf260fd-2a6a-4683-bd27-1bcb5ab83a0a,1595456508.9536798,0.0,None,"['united_states', 33, 'aavail_unlimited', 19]",0.1,000:00:00
f3d91097-dda1-41ff-b436-111f1471f191,1595456508.95398,0.0,None,"['singapore', 23, 'aavail_basic', 16]",0.1,000:00:00
2e7ae114-a9be-4cd4-a22a-ecd0e1c92369,1595456508.954277,0.0,None,"['united_states', 16, 'aavail_premium', 20]",0.1,000:00:00
00fd44d1-827f-4b4f-b4c3-d8e4057c6591,1595456508.9545732,0.0,None,"['united_states', 88, 'aavail_premium', 111]",0.1,000:00:00
5623f843-9d5e-4457-a494-e042a488c2ad,1595456508.954873,0.0,None,"['singapore', 90, 'aavail_unlimited', 100]",0.1,000:00:00
118789a9-eafe-4404-82ca-01599451d8b1,1595456508.955171,0.0,None,"['united_states', 76, 'aavail_premium', 80]",0.1,000:00:00
b552b12a-4097-4a82-be6e-d45e7c8ccfcc,1595456508.955467,0.0,None,"['united_states', 80, 'aavail_basic', 90]",0.1,000:00:00
0363015e-b293-47ef-8cf0-3d2fbf9d261d,1595456508.9557629,0.0,None,"['singapore', 68, 'aavail_premium', 150]",0.1,000:00:00
